gift_id,donor_id,fund_id,campaign_id,gift_date,gift_amount,gift_type
GFT-000351,DNR-00140,FND-003,CAM-004,2026-06-01,162.36,Cash
GFT-000352,DNR-00189,FND-006,CAM-001,2025-10-04,144.89,Cash
GFT-000353,DNR-00680,FND-006,CAM-003,2024-09-09,141.3,Cash
GFT-000354,DNR-00448,FND-008,CAM-006,2025-02-21,271.54,Pledge Payment
GFT-000355,DNR-00235,FND-006,CAM-005,2023-07-19,936.32,Cash
GFT-000356,DNR-00500,FND-001,CAM-003,2024-11-04,134.53,Cash
GFT-000357,DNR-00233,FND-007,CAM-002,2025-08-20,12.6,Cash
GFT-000358,DNR-00051,FND-006,CAM-006,2025-01-30,479.36,Stock
GFT-000359,DNR-00913,FND-008,,2026-05-07,195.13,Matching Gift
GFT-000360,DNR-00395,FND-006,CAM-006,2025-02-27,319.75,Cash
GFT-000361,DNR-00197,FND-003,CAM-006,2023-12-16,32.5,Pledge Payment
GFT-000362,DNR-00016,FND-002,CAM-001,2026-06-27,101.3,Matching Gift
GFT-000363,DNR-00869,FND-002,CAM-001,2024-09-09,434.28,Cash
GFT-000364,DNR-00148,FND-003,,2025-12-08,45.62,Pledge Payment
GFT-000365,DNR-00680,FND-001,,2026-01-26,302.8,Pledge Payment
GFT-000366,DNR-00112,FND-003,CAM-002,2023-11-28,174.3,Cash
GFT-000367,DNR-01178,FND-004,CAM-002,2023-11-22,80.8,Stock
GFT-000368,DNR-00795,FND-008,CAM-004,2025-10-12,74.35,Pledge Payment
GFT-000369,DNR-00648,FND-001,CAM-004,2025-12-03,59.3,Stock
GFT-000370,DNR-01096,FND-001,,2024-02-28,194.0,Pledge Payment
GFT-000371,DNR-00149,FND-006,CAM-006,2023-10-02,220.1,Cash
GFT-000372,DNR-00594,FND-005,,2024-02-03,121.06,Cash
GFT-000373,DNR-00897,FND-007,CAM-004,2025-01-27,55.74,Cash
GFT-000374,DNR-00971,FND-003,CAM-006,2023-09-02,7.29,Matching Gift
GFT-000375,DNR-00280,FND-007,CAM-006,2024-09-23,293.01,Cash
GFT-000376,DNR-00296,FND-005,CAM-003,2025-02-24,489.96,Cash
GFT-000377,DNR-01134,FND-003,,2023-07-23,358.19,Cash
GFT-000378,DNR-00011,FND-007,CAM-006,2023-09-24,1742.79,Cash
GFT-000379,DNR-00625,FND-004,CAM-003,2023-12-22,148.24,Cash
GFT-000380,DNR-00846,FND-003,,2024-09-06,822.51,Pledge Payment
GFT-000381,DNR-00453,FND-005,CAM-001,2024-07-11,89.07,Cash
GFT-000382,DNR-00372,FND-001,CAM-006,2024-02-20,75.26,Cash
GFT-000383,DNR-01126,FND-002,CAM-002,2026-01-30,207.46,Cash
GFT-000384,DNR-00514,FND-002,CAM-001,2023-11-15,1082.63,Stock
GFT-000385,DNR-00678,FND-006,,2026-03-24,131.5,Matching Gift
GFT-000386,DNR-00205,FND-005,,2024-10-23,32.48,Pledge Payment
GFT-000387,DNR-00651,FND-008,CAM-005,2024-07-31,478.87,Cash
GFT-000388,DNR-00627,FND-003,CAM-003,2025-05-03,166.4,Cash
GFT-000389,DNR-00878,FND-003,,2025-04-08,251.8,Stock
GFT-000390,DNR-00505,FND-004,CAM-004,2025-04-02,79.28,Cash
GFT-000391,DNR-00737,FND-003,CAM-003,2025-01-17,205.33,Cash
GFT-000392,DNR-00948,FND-008,CAM-003,2026-03-09,37.26,Pledge Payment
GFT-000393,DNR-00998,FND-002,,2025-03-17,1423.15,Pledge Payment
GFT-000394,DNR-00575,FND-003,CAM-006,2023-12-15,594.7,Cash
GFT-000395,DNR-00540,FND-002,,2024-08-06,195.32,Cash
GFT-000396,DNR-01039,FND-001,CAM-004,2023-08-08,463.15,Pledge Payment
GFT-000397,DNR-00076,FND-005,CAM-006,2024-09-08,89.31,Stock
GFT-000398,DNR-00305,FND-006,CAM-004,2026-02-21,562.82,Matching Gift
GFT-000399,DNR-DUP007,FND-005,,2024-09-30,125.43,Cash
GFT-000400,DNR-01027,FND-002,CAM-004,2026-02-06,116.28,Stock
GFT-000401,DNR-01029,FND-001,CAM-001,2025-07-15,63.39,Cash
GFT-000402,DNR-01053,FND-003,CAM-005,2024-06-04,288.86,Pledge Payment
GFT-000403,DNR-00367,FND-003,CAM-005,2024-05-22,186.17,Matching Gift
GFT-000404,DNR-00083,FND-004,CAM-005,2025-07-04,857.0,Cash
GFT-000405,DNR-00129,FND-005,CAM-003,2024-10-17,56.34,Stock
GFT-000406,DNR-00088,FND-004,CAM-006,2024-10-22,290.36,Cash
GFT-000407,DNR-00795,FND-008,CAM-005,2025-07-09,669.23,Pledge Payment
GFT-000408,DNR-00082,FND-006,,2023-10-04,3129.16,Stock
GFT-000409,DNR-00561,FND-005,CAM-006,2026-06-02,224.49,Cash
GFT-000410,DNR-00772,FND-007,CAM-003,2024-06-21,122.92,Stock
GFT-000411,DNR-01059,FND-005,CAM-004,2023-12-07,218.18,Pledge Payment
GFT-000412,DNR-01058,FND-007,CAM-003,2024-09-29,772.29,Cash
GFT-000413,DNR-00998,FND-008,,2025-06-06,771.88,Cash
GFT-000414,DNR-00285,FND-008,,2026-04-23,159.19,Cash
GFT-000415,DNR-00158,FND-005,CAM-001,2024-10-14,754.98,Cash
GFT-000416,DNR-00383,FND-003,CAM-003,2024-05-03,176.77,Cash
GFT-000417,DNR-00472,FND-007,CAM-003,2024-02-28,457.0,Cash
GFT-000418,DNR-00987,FND-008,CAM-005,2024-02-18,330.76,Cash
GFT-000419,DNR-DUP009,FND-003,CAM-004,2024-09-04,117.81,Cash
GFT-000420,DNR-00500,FND-001,,2023-08-15,65.72,Pledge Payment
GFT-000421,DNR-00276,FND-001,,2024-05-25,691.51,Cash
GFT-000422,DNR-00341,FND-005,,2023-10-23,966.27,Stock
GFT-000423,DNR-00831,FND-001,CAM-002,2026-05-24,282.62,Pledge Payment
GFT-000424,DNR-00444,FND-008,CAM-005,2023-12-23,176.51,Cash
GFT-000425,DNR-00350,FND-004,CAM-004,2026-03-13,49.55,Pledge Payment
GFT-000426,DNR-01194,FND-003,CAM-006,2024-04-18,669.44,Cash
GFT-000427,DNR-00344,FND-006,CAM-005,2024-12-23,247.55,Cash
GFT-000428,DNR-00471,FND-007,CAM-004,2023-11-18,136.35,Stock
GFT-000429,DNR-00223,FND-001,CAM-001,2024-03-27,472.68,Pledge Payment
GFT-000430,DNR-01033,FND-007,,2026-06-05,41.24,Cash
GFT-000431,DNR-00364,FND-008,,2024-01-14,60.32,Cash
GFT-000432,DNR-01031,FND-002,,2026-06-23,86.01,Cash
GFT-000433,DNR-00267,FND-001,CAM-004,2026-03-14,319.03,Stock
GFT-000434,DNR-00862,FND-006,,2026-06-04,220.86,Pledge Payment
GFT-000435,DNR-00879,FND-004,CAM-005,2026-06-20,364.38,Cash
GFT-000436,DNR-00718,FND-002,CAM-004,2025-08-19,614.41,Matching Gift
GFT-000437,DNR-00522,FND-008,CAM-001,2024-03-31,379.87,Cash
GFT-000438,DNR-00581,FND-007,CAM-002,2023-12-19,1465.38,Cash
GFT-000439,DNR-00012,FND-001,CAM-006,2024-07-22,612.65,Cash
GFT-000440,DNR-01065,FND-001,CAM-004,2024-02-27,158.79,Cash
GFT-000441,DNR-00647,FND-007,CAM-003,2024-08-24,100.6,Pledge Payment
GFT-000442,DNR-00317,FND-007,CAM-002,2024-02-04,164.09,Matching Gift
GFT-000443,DNR-01098,FND-007,CAM-003,2024-12-17,395.6,Cash
GFT-000444,DNR-00814,FND-004,CAM-004,2025-01-15,112.28,Matching Gift
GFT-000445,DNR-00367,FND-006,CAM-006,2026-03-15,408.58,Cash
GFT-000446,DNR-00520,FND-005,CAM-003,2026-03-17,356.7,Matching Gift
GFT-000447,DNR-00283,FND-002,CAM-001,2025-09-23,64.78,Stock
GFT-000448,DNR-00332,FND-002,CAM-001,2025-12-31,598.59,Cash
GFT-000449,DNR-00821,FND-006,CAM-006,2026-05-07,271.51,Cash
GFT-000450,DNR-00330,FND-007,,2023-10-15,1369.23,Cash
GFT-000451,DNR-00298,FND-008,CAM-004,2024-01-03,177.44,Cash
GFT-000452,DNR-00132,FND-005,CAM-001,2023-12-28,129.87,Pledge Payment
GFT-000453,DNR-00164,FND-001,CAM-004,2025-07-29,56.88,Pledge Payment
GFT-000454,DNR-01068,FND-005,,2025-09-28,56.0,Cash
GFT-000455,DNR-01013,FND-008,,2024-06-23,515.6,Stock
GFT-000456,DNR-01062,FND-005,CAM-001,2024-08-17,1189.96,Cash
GFT-000457,DNR-01046,FND-004,,2023-09-07,161.6,Pledge Payment
GFT-000458,DNR-00737,FND-004,,2023-09-12,150.55,Cash
GFT-000459,DNR-00178,FND-005,CAM-004,2024-05-18,195.79,Cash
GFT-000460,DNR-00810,FND-007,CAM-001,2025-06-23,650.71,Stock
GFT-000461,DNR-00032,FND-002,,2026-05-26,65.36,Cash
GFT-000462,DNR-01146,FND-006,CAM-003,2025-02-02,235.62,Matching Gift
GFT-000463,DNR-00464,FND-004,CAM-005,2025-01-17,529.92,Stock
GFT-000464,DNR-01178,FND-001,CAM-002,2025-10-05,314.57,Pledge Payment
GFT-000465,DNR-00834,FND-002,CAM-006,2024-06-23,9.27,Cash
GFT-000466,DNR-01031,FND-005,CAM-003,2023-11-26,382.09,Cash
GFT-000467,DNR-01052,FND-005,CAM-006,2024-02-25,318.09,Stock
GFT-000468,DNR-00907,FND-007,CAM-005,2024-11-24,821.41,Cash
GFT-000469,DNR-00696,FND-008,CAM-005,2024-11-10,1067.96,Pledge Payment
GFT-000470,DNR-00988,FND-002,CAM-002,2023-08-26,770.01,Pledge Payment
GFT-000471,DNR-00784,FND-004,CAM-001,2023-11-16,196.96,Cash
GFT-000472,DNR-00845,FND-006,CAM-006,2025-04-07,31.12,Cash
GFT-000473,DNR-00540,FND-004,CAM-002,2023-07-20,1974.43,Matching Gift
GFT-000474,DNR-00818,FND-006,,2024-01-07,149.38,Pledge Payment
GFT-000475,DNR-00976,FND-006,CAM-003,2024-06-30,190.18,Pledge Payment
GFT-000476,DNR-01175,FND-005,,2024-09-20,1169.76,Cash
GFT-000477,DNR-01022,FND-004,CAM-001,2024-07-24,80.1,Cash
GFT-000478,DNR-00544,FND-004,CAM-001,2024-11-07,42.44,Cash
GFT-000479,DNR-00512,FND-006,,2024-08-19,113.04,Matching Gift
GFT-000480,DNR-00246,FND-002,CAM-005,2024-02-04,84.63,Cash
GFT-000481,DNR-01109,FND-001,CAM-005,2023-07-14,38.59,Pledge Payment
GFT-000482,DNR-00646,FND-008,CAM-002,2025-07-30,165.44,Cash
GFT-000483,DNR-00375,FND-005,CAM-004,2026-04-01,198.48,Cash
GFT-000484,DNR-01182,FND-003,,2024-09-27,36.48,Cash
GFT-000485,DNR-00867,FND-008,CAM-006,2026-06-11,129.01,Stock
GFT-000486,DNR-01030,FND-006,CAM-004,2023-09-05,79.25,Pledge Payment
GFT-000487,DNR-00937,FND-002,CAM-006,2024-06-22,23.04,Matching Gift
GFT-000488,DNR-00647,FND-001,,2026-01-28,205.72,Cash
GFT-000489,DNR-00778,FND-002,CAM-003,2024-09-04,229.18,Cash
GFT-000490,DNR-00532,FND-003,CAM-006,2025-07-10,79.27,Cash
GFT-000491,DNR-00486,FND-005,CAM-005,2024-12-20,592.06,Cash
GFT-000492,DNR-00750,FND-003,CAM-005,2025-06-02,185.57,Pledge Payment
GFT-000493,DNR-00432,FND-007,CAM-003,2025-11-15,83.16,Cash
GFT-000494,DNR-00821,FND-005,CAM-005,2025-07-17,34.29,Cash
GFT-000495,DNR-01171,FND-003,CAM-001,2024-07-03,243.19,Pledge Payment
GFT-000496,DNR-00553,FND-004,CAM-006,2024-01-21,317.22,Cash
GFT-000497,DNR-00781,FND-004,,2025-12-02,106.55,Cash
GFT-000498,DNR-00969,FND-001,,2024-05-02,213.04,Cash
GFT-000499,DNR-01024,FND-003,CAM-006,2025-11-10,1067.89,Cash
GFT-000500,DNR-00647,FND-008,CAM-002,2026-06-28,486.15,Cash
GFT-000501,DNR-01152,FND-001,CAM-004,2024-11-25,17.0,Cash
GFT-000502,DNR-00335,FND-001,CAM-001,2024-01-19,82.18,Cash
GFT-000503,DNR-00976,FND-002,CAM-005,2024-12-02,156.9,Cash
GFT-000504,DNR-00533,FND-006,CAM-003,2025-05-16,197.26,Cash
GFT-000505,DNR-00705,FND-001,CAM-004,2024-12-09,218.22,Pledge Payment
GFT-000506,DNR-00720,FND-004,CAM-006,2024-03-05,294.75,Cash
GFT-000507,DNR-00583,FND-006,CAM-003,2024-06-22,162.64,Pledge Payment
GFT-000508,DNR-00999,FND-008,,2026-05-11,185.07,Matching Gift
GFT-000509,DNR-00587,FND-008,,2025-08-19,517.21,Pledge Payment
GFT-000510,DNR-00691,FND-007,CAM-004,2024-06-08,248.6,Cash
GFT-000511,DNR-00163,FND-003,CAM-003,2023-11-24,51.52,Cash
GFT-000512,DNR-00643,FND-006,CAM-002,2024-10-10,204.26,Cash
GFT-000513,DNR-00810,FND-005,CAM-005,2024-12-29,157.37,Pledge Payment
GFT-000514,DNR-DUP002,FND-008,CAM-004,2025-07-13,22.87,Cash
GFT-000515,DNR-00377,FND-001,,2024-06-07,216.12,Cash
GFT-000516,DNR-00516,FND-002,CAM-001,2024-10-23,58.53,Pledge Payment
GFT-000517,DNR-00814,FND-002,,2024-06-06,526.58,Pledge Payment
GFT-000518,DNR-00970,FND-001,,2023-11-08,290.01,Cash
GFT-000519,DNR-01074,FND-002,,2025-09-21,48.76,Cash
GFT-000520,DNR-00319,FND-002,CAM-004,2024-12-19,498.23,Pledge Payment
GFT-000521,DNR-00470,FND-004,CAM-002,2025-03-25,838.58,Stock
GFT-000522,DNR-00259,FND-003,CAM-006,2025-12-24,137.68,Stock
GFT-000523,DNR-00059,FND-001,CAM-003,2024-06-14,156.38,Cash
GFT-000524,DNR-00976,FND-008,CAM-006,2025-04-27,442.26,Pledge Payment
GFT-000525,DNR-01124,FND-008,,2025-01-08,761.11,Pledge Payment
GFT-000526,DNR-DUP010,FND-008,CAM-004,2024-06-27,29.12,Pledge Payment
GFT-000527,DNR-01094,FND-005,CAM-003,2026-06-07,54.59,Cash
GFT-000528,DNR-01106,FND-004,,2026-03-13,115.37,Cash
GFT-000529,DNR-00631,FND-006,CAM-004,2025-12-21,129.17,Cash
GFT-000530,DNR-00319,FND-005,,2024-12-14,427.36,Cash
GFT-000531,DNR-01072,FND-003,CAM-003,2023-07-01,766.12,Cash
GFT-000532,DNR-00961,FND-001,CAM-005,2025-02-07,841.56,Cash
GFT-000533,DNR-00614,FND-001,CAM-004,2026-03-04,28.45,Pledge Payment
GFT-000534,DNR-00474,FND-001,CAM-006,2025-02-19,74.7,Pledge Payment
GFT-000535,DNR-00387,FND-007,CAM-006,2025-08-04,46.63,Matching Gift
GFT-000536,DNR-00809,FND-004,,2025-12-12,94.47,Cash
GFT-000537,DNR-00775,FND-004,CAM-002,2025-09-06,74.4,Cash
GFT-000538,DNR-00865,FND-004,CAM-006,2023-12-10,289.01,Cash
GFT-000539,DNR-00584,FND-005,CAM-004,2025-01-07,330.6,Cash
GFT-000540,DNR-00141,FND-003,,2024-07-20,182.56,Cash
GFT-000541,DNR-00227,FND-008,CAM-005,2025-02-13,164.48,Cash
GFT-000542,DNR-01008,FND-004,CAM-003,2025-01-08,120.66,Cash
GFT-000543,DNR-00312,FND-001,CAM-006,2023-08-09,136.36,Cash
GFT-000544,DNR-00381,FND-002,CAM-002,2023-08-15,1052.07,Matching Gift
GFT-000545,DNR-00257,FND-008,,2025-01-02,390.2,Pledge Payment
GFT-000546,DNR-00185,FND-003,,2024-10-19,125.56,Stock
GFT-000547,DNR-00445,FND-006,CAM-004,2026-04-06,161.09,Cash
GFT-000548,DNR-01021,FND-006,CAM-005,2025-03-30,296.63,Cash
GFT-000549,DNR-00677,FND-002,,2023-09-03,48.75,Pledge Payment
GFT-000550,DNR-00546,FND-007,,2023-10-23,212.14,Cash
GFT-000551,DNR-00372,FND-004,CAM-002,2026-02-17,365.72,Cash
GFT-000552,DNR-00026,FND-002,CAM-001,2025-08-20,314.48,Cash
GFT-000553,DNR-00908,FND-004,,2025-08-27,76.21,Cash
GFT-000554,DNR-00944,FND-002,CAM-006,2024-08-11,91.57,Cash
GFT-000555,DNR-00969,FND-007,CAM-002,2024-08-30,20.55,Pledge Payment
GFT-000556,DNR-00325,FND-001,CAM-006,2025-04-22,412.69,Cash
GFT-000557,DNR-00251,FND-005,CAM-005,2026-06-01,1774.89,Cash
GFT-000558,DNR-00407,FND-006,,2025-03-03,65.94,Cash
GFT-000559,DNR-00232,FND-004,CAM-004,2024-09-19,608.54,Pledge Payment
GFT-000560,DNR-00031,FND-003,CAM-002,2025-04-25,1562.72,Cash
GFT-000561,DNR-00811,FND-004,,2024-03-02,108.65,Cash
GFT-000562,DNR-01191,FND-008,,2023-09-25,161.33,Cash
GFT-000563,DNR-00184,FND-004,,2025-07-30,239.63,Cash
GFT-000564,DNR-00188,FND-006,,2026-04-19,303.22,Stock
GFT-000565,DNR-00729,FND-003,CAM-006,2023-10-31,254.39,Cash
GFT-000566,DNR-00258,FND-008,CAM-001,2024-02-05,117.82,Pledge Payment
GFT-000567,DNR-01144,FND-006,CAM-005,2025-04-09,359.15,Matching Gift
GFT-000568,DNR-00044,FND-007,CAM-003,2024-07-30,120.71,Cash
GFT-000569,DNR-00514,FND-001,CAM-005,2024-04-01,274.46,Cash
GFT-000570,DNR-01145,FND-005,CAM-006,2025-12-13,175.53,Stock
GFT-000571,DNR-00389,FND-003,CAM-006,2026-03-30,25.78,Cash
GFT-000572,DNR-00663,FND-008,CAM-002,2025-06-12,726.41,Cash
GFT-000573,DNR-00142,FND-003,CAM-005,2024-05-24,94.14,Cash
GFT-000574,DNR-00540,FND-006,CAM-005,2025-02-25,822.12,Cash
GFT-000575,DNR-01037,FND-007,,2023-07-02,579.21,Matching Gift
GFT-000576,DNR-00746,FND-004,CAM-003,2023-08-08,231.73,Cash
GFT-000577,DNR-01104,FND-007,CAM-001,2023-11-07,321.58,Pledge Payment
GFT-000578,DNR-01019,FND-003,CAM-002,2026-06-08,368.61,Matching Gift
GFT-000579,DNR-00840,FND-006,,2025-04-21,145.9,Stock
GFT-000580,DNR-01072,FND-002,,2024-01-14,153.48,Cash
GFT-000581,DNR-00366,FND-001,CAM-001,2024-03-22,348.25,Pledge Payment
GFT-000582,DNR-00995,FND-004,,2024-02-05,7.14,Matching Gift
GFT-000583,DNR-01170,FND-007,CAM-005,2023-09-04,177.58,Pledge Payment
GFT-000584,DNR-DUP008,FND-005,,2026-06-11,118.23,Pledge Payment
GFT-000585,DNR-00453,FND-002,,2025-07-20,77.47,Cash
GFT-000586,DNR-01007,FND-002,CAM-005,2024-08-31,283.65,Cash
GFT-000587,DNR-00740,FND-999,CAM-003,2023-11-02,90.98,Cash
GFT-000588,DNR-00545,FND-001,,2023-10-28,468.08,Matching Gift
GFT-000589,DNR-00160,FND-004,CAM-006,2025-03-14,517.2,Cash
GFT-000590,DNR-00208,FND-004,CAM-006,2024-01-15,318.75,Cash
GFT-000591,DNR-00389,FND-004,CAM-006,2025-08-28,402.46,Pledge Payment
GFT-000592,DNR-01168,FND-003,CAM-006,2024-11-21,319.83,Cash
GFT-000593,DNR-00217,FND-006,CAM-005,2025-10-28,437.23,Pledge Payment
GFT-000594,DNR-00214,FND-003,,2025-11-21,415.6,Pledge Payment
GFT-000595,DNR-01034,FND-006,,2025-09-30,266.83,Cash
GFT-000596,DNR-00908,FND-006,CAM-003,2026-06-28,588.26,Cash
GFT-000597,DNR-00762,FND-007,CAM-004,2025-04-25,151.51,Cash
GFT-000598,DNR-00493,FND-004,CAM-004,2025-04-23,79.89,Cash
GFT-000599,DNR-00738,FND-008,CAM-005,2024-12-02,75.82,Stock
GFT-000600,DNR-00001,FND-001,CAM-002,2025-09-21,129.18,Matching Gift
GFT-000601,DNR-01061,FND-003,CAM-002,2023-08-03,22.58,Cash
GFT-000602,DNR-00616,FND-004,CAM-001,2023-07-14,229.21,Cash
GFT-000603,DNR-00045,FND-005,CAM-006,2025-04-05,374.34,Cash
GFT-000604,DNR-01140,FND-003,,2026-05-13,508.43,Cash
GFT-000605,DNR-00943,FND-006,,2023-09-16,30.93,Cash
GFT-000606,DNR-00543,FND-006,CAM-001,2024-04-09,78.34,Cash
GFT-000607,DNR-00525,FND-005,,2024-10-20,451.43,Cash
GFT-000608,DNR-01166,FND-004,,2025-09-26,146.47,Cash
GFT-000609,DNR-00989,FND-003,CAM-005,2025-04-25,364.66,Matching Gift
GFT-000610,DNR-00616,FND-001,CAM-004,2024-01-12,46.38,Pledge Payment
GFT-000611,DNR-00115,FND-006,CAM-003,2023-12-08,809.75,Cash
GFT-000612,DNR-00854,FND-002,CAM-001,2025-12-06,42.96,Stock
GFT-000613,DNR-00784,FND-001,CAM-002,2023-07-24,6.54,Pledge Payment
GFT-000614,DNR-00085,FND-006,CAM-006,2026-06-08,221.9,Pledge Payment
GFT-000615,DNR-00670,FND-004,,2024-05-02,228.29,Cash
GFT-000616,DNR-00805,FND-008,CAM-006,2023-10-12,105.55,Pledge Payment
GFT-000617,DNR-00455,FND-007,CAM-002,2024-01-01,306.13,Pledge Payment
GFT-000618,DNR-00304,FND-003,CAM-003,2025-09-15,316.09,Cash
GFT-000619,DNR-00975,FND-001,CAM-006,2023-12-17,279.12,Cash
GFT-000620,DNR-00538,FND-002,CAM-004,2025-09-25,103.56,Cash
GFT-000621,DNR-00890,FND-003,,2026-04-23,84.42,Pledge Payment
GFT-000622,DNR-01146,FND-004,CAM-005,2026-03-11,115.56,Cash
GFT-000623,DNR-01171,FND-004,CAM-006,2025-09-17,73.36,Cash
GFT-000624,DNR-00505,FND-004,,2026-06-08,622.12,Cash
GFT-000625,DNR-00881,FND-006,,2024-12-27,126.38,Stock
GFT-000626,DNR-00848,FND-007,CAM-003,2024-02-16,215.02,Cash
GFT-000627,DNR-00391,FND-006,CAM-003,2025-06-13,449.26,Cash
GFT-000628,DNR-00625,FND-003,CAM-003,2023-08-19,69.84,Cash
GFT-000629,DNR-00299,FND-008,,2025-12-22,41.25,Stock
GFT-000630,DNR-00409,FND-006,,2024-10-21,73.61,Cash
GFT-000631,DNR-00231,FND-001,CAM-001,2023-12-23,241.97,Cash
GFT-000632,DNR-00590,FND-001,CAM-003,2024-04-28,224.29,Matching Gift
GFT-000633,DNR-00625,FND-008,CAM-005,2024-02-13,278.53,Cash
GFT-000634,DNR-00680,FND-004,CAM-006,2023-08-16,161.82,Pledge Payment
GFT-000635,DNR-00418,FND-005,CAM-006,2024-09-06,12.4,Pledge Payment
GFT-000636,DNR-00290,FND-001,CAM-004,2026-03-16,156.38,Pledge Payment
GFT-000637,DNR-00090,FND-005,,2026-06-13,524.23,Matching Gift
GFT-000638,DNR-00582,FND-004,CAM-002,2023-11-01,706.09,Pledge Payment
GFT-000639,DNR-00953,FND-001,,2023-10-17,199.84,Cash
GFT-000640,DNR-00556,FND-006,,2025-09-03,225.21,Cash
GFT-000641,DNR-00600,FND-007,CAM-001,2023-08-09,356.86,Cash
GFT-000642,DNR-01042,FND-002,CAM-003,2025-08-18,681.48,Cash
GFT-000643,DNR-01089,FND-002,,2026-03-19,181.38,Cash
GFT-000644,DNR-01026,FND-008,CAM-006,2024-08-11,351.19,Cash
GFT-000645,DNR-00082,FND-004,CAM-006,2023-08-14,98.93,Cash
GFT-000646,DNR-00684,FND-008,CAM-004,2025-03-16,47.33,Cash
GFT-000647,DNR-00038,FND-006,CAM-003,2024-05-17,110.1,Stock
GFT-000648,DNR-00620,FND-004,CAM-006,2025-06-27,895.8,Stock
GFT-000649,DNR-00127,FND-005,CAM-004,2025-01-15,359.4,Cash
GFT-000650,DNR-01137,FND-005,CAM-001,2023-08-30,51.79,Stock
GFT-000651,DNR-00700,FND-007,,2024-05-06,379.0,Pledge Payment
GFT-000652,DNR-00783,FND-004,CAM-004,2023-12-27,55.75,Cash
GFT-000653,DNR-01174,FND-003,CAM-004,2024-11-04,274.25,Pledge Payment
GFT-000654,DNR-00675,FND-008,CAM-006,2025-03-31,67.2,Cash
GFT-000655,DNR-00424,FND-003,CAM-006,2024-03-26,48.99,Pledge Payment
GFT-000656,DNR-00283,FND-005,CAM-006,2024-08-18,1104.27,Cash
GFT-000657,DNR-00881,FND-003,,2024-04-02,126.28,Cash
GFT-000658,DNR-00139,FND-002,,2025-04-11,351.96,Cash
GFT-000659,DNR-00299,FND-001,CAM-003,2025-04-11,189.62,Cash
GFT-000660,DNR-00843,FND-005,CAM-005,2025-10-25,60.2,Stock
GFT-000661,DNR-00312,FND-004,,2025-01-11,140.97,Cash
GFT-000662,DNR-00379,FND-001,CAM-002,2024-03-26,60.72,Cash
GFT-000663,DNR-00476,FND-004,,2024-10-15,2575.7,Cash
GFT-000664,DNR-00163,FND-008,,2025-07-05,429.69,Cash
GFT-000665,DNR-00961,FND-006,,2026-04-24,185.81,Pledge Payment
GFT-000666,DNR-01007,FND-008,,2025-09-01,330.9,Cash
GFT-000667,DNR-00396,FND-004,,2024-05-31,398.19,Cash
GFT-000668,DNR-00031,FND-005,CAM-004,2025-10-14,399.42,Matching Gift
GFT-000669,DNR-00416,FND-004,,2024-09-28,379.99,Cash
GFT-000670,DNR-00900,FND-008,CAM-003,2024-06-27,347.58,Cash
GFT-000671,DNR-00506,FND-007,CAM-004,2026-01-23,202.76,Cash
GFT-000672,DNR-00780,FND-006,CAM-004,2023-09-24,996.17,Cash
GFT-000673,DNR-00079,FND-002,CAM-005,2026-06-10,217.29,Stock
GFT-000674,DNR-00087,FND-004,CAM-006,2026-01-21,191.71,Cash
GFT-000675,DNR-00081,FND-007,CAM-006,2025-09-18,219.35,Pledge Payment
GFT-000676,DNR-00389,FND-005,CAM-005,2023-10-09,237.07,Cash
GFT-000677,DNR-00624,FND-005,CAM-005,2025-09-23,31.16,Cash
GFT-000678,DNR-00866,FND-005,,2024-06-05,72.87,Cash
GFT-000679,DNR-00292,FND-008,CAM-005,2026-05-24,161.81,Pledge Payment
GFT-000680,DNR-01026,FND-002,,2024-01-02,29.74,Cash
GFT-000681,DNR-00806,FND-007,CAM-003,2024-04-03,185.49,Matching Gift
GFT-000682,DNR-00052,FND-003,CAM-005,2026-01-09,233.64,Cash
GFT-000683,DNR-00932,FND-002,CAM-002,2024-08-17,45.32,Cash
GFT-000684,DNR-00336,FND-002,,2025-04-24,92.02,Cash
GFT-000685,DNR-00921,FND-006,,2024-02-19,742.34,Pledge Payment
GFT-000686,DNR-00787,FND-003,CAM-004,2026-06-07,334.78,Cash
GFT-000687,DNR-00090,FND-003,CAM-003,2025-08-18,313.58,Cash
GFT-000688,DNR-00333,FND-003,,2024-05-03,635.34,Pledge Payment
GFT-000689,DNR-00860,FND-005,CAM-002,2023-10-14,74.3,Matching Gift
GFT-000690,DNR-00592,FND-003,,2025-12-30,45.45,Cash
GFT-000691,DNR-00416,FND-001,CAM-002,2024-03-26,537.04,Pledge Payment
GFT-000692,DNR-00940,FND-008,CAM-005,2023-07-26,166.74,Cash
GFT-000693,DNR-01011,FND-004,CAM-001,2023-07-12,72.34,Cash
GFT-000694,DNR-00930,FND-007,CAM-005,2026-03-01,1805.32,Matching Gift
GFT-000695,DNR-00014,FND-004,CAM-006,2023-12-10,30.93,Cash
GFT-000696,DNR-01142,FND-004,,2025-01-20,222.12,Pledge Payment
GFT-000697,DNR-00304,FND-001,CAM-003,2024-07-13,147.08,Stock
GFT-000698,DNR-00298,FND-001,CAM-002,2023-09-14,122.34,Cash
GFT-000699,DNR-00180,FND-001,,2025-05-09,15.91,Cash
GFT-000700,DNR-00366,FND-003,CAM-002,2025-10-31,979.24,Cash
